27-Feb-20,0.1111
28-Feb-20,0.1111
29-Feb-20,0.1111
1-Mar-20,0.1111
2-Mar-20,0.1111
3-Mar-20,0.2037
4-Mar-20,0.2037
5-Mar-20,0.2037
6-Mar-20,0.2593
7-Mar-20,0.2593
8-Mar-20,0.2593
9-Mar-20,0.2593
10-Mar-20,0.3148
11-Mar-20,0.3796
12-Mar-20,0.3796
13-Mar-20,0.6296
14-Mar-20,0.6574
15-Mar-20,0.6574
16-Mar-20,0.6574
17-Mar-20,0.6574
18-Mar-20,0.7222
19-Mar-20,0.7222
20-Mar-20,0.7222
21-Mar-20,0.7222
22-Mar-20,0.7222
23-Mar-20,0.7222
24-Mar-20,0.7222
25-Mar-20,0.7222
26-Mar-20,0.7222
27-Mar-20,0.7222
28-Mar-20,0.7222
29-Mar-20,0.7222
30-Mar-20,0.7222
31-Mar-20,0.7222
1-Apr-20,0.7222
2-Apr-20,0.7222
3-Apr-20,0.7222
4-Apr-20,0.7222
5-Apr-20,0.7222
6-Apr-20,0.7222
7-Apr-20,0.7222
8-Apr-20,0.7222
9-Apr-20,0.7222
10-Apr-20,0.7222
11-Apr-20,0.7222
12-Apr-20,0.7222
13-Apr-20,0.7222
14-Apr-20,0.7222
15-Apr-20,0.6852
16-Apr-20,0.6852
17-Apr-20,0.6852
18-Apr-20,0.6852
19-Apr-20,0.6852
20-Apr-20,0.6852
21-Apr-20,0.6852
22-Apr-20,0.6852
23-Apr-20,0.6852
24-Apr-20,0.6852
25-Apr-20,0.6852
26-Apr-20,0.6852
27-Apr-20,0.6852
28-Apr-20,0.6852
29-Apr-20,0.6852
30-Apr-20,0.6852
1-May-20,0.6852
2-May-20,0.6852
3-May-20,0.6852
4-May-20,0.6852
5-May-20,0.6852
6-May-20,0.6852
7-May-20,0.6852
8-May-20,0.6852
9-May-20,0.6852
10-May-20,0.6852
11-May-20,0.6852
12-May-20,0.6852
13-May-20,0.6852
14-May-20,0.6852
15-May-20,0.6852
16-May-20,0.6852
17-May-20,0.6852
18-May-20,0.6852
19-May-20,0.6852
20-May-20,0.6852
21-May-20,0.6852
22-May-20,0.6296
23-May-20,0.6296
24-May-20,0.6296
25-May-20,0.6019
26-May-20,0.6019
27-May-20,0.6019
28-May-20,0.6019
29-May-20,0.6019
30-May-20,0.6019
31-May-20,0.6019
1-Jun-20,0.6019
2-Jun-20,0.6019
3-Jun-20,0.6019
4-Jun-20,0.6019
5-Jun-20,0.6019
6-Jun-20,0.6019
7-Jun-20,0.6019
8-Jun-20,0.5741
9-Jun-20,0.5741
10-Jun-20,0.5741
11-Jun-20,0.5741
12-Jun-20,0.5741
13-Jun-20,0.5741
14-Jun-20,0.5741
15-Jun-20,0.5741
16-Jun-20,0.5741
17-Jun-20,0.5741
18-Jun-20,0.5741
19-Jun-20,0.5741
20-Jun-20,0.5741
21-Jun-20,0.5741
22-Jun-20,0.5741
23-Jun-20,0.5741
24-Jun-20,0.5741
25-Jun-20,0.5741
26-Jun-20,0.5741
27-Jun-20,0.5741
28-Jun-20,0.5741
29-Jun-20,0.5741
30-Jun-20,0.5741
1-Jul-20,0.5741
2-Jul-20,0.5741
3-Jul-20,0.5741
4-Jul-20,0.5741
5-Jul-20,0.5741
6-Jul-20,0.5741
7-Jul-20,0.5741
8-Jul-20,0.5741
9-Jul-20,0.5741
10-Jul-20,0.5741
11-Jul-20,0.5741
12-Jul-20,0.5741
13-Jul-20,0.5741
14-Jul-20,0.5741
15-Jul-20,0.5741
16-Jul-20,0.5741
17-Jul-20,0.5741
18-Jul-20,0.5741
19-Jul-20,0.5741
20-Jul-20,0.5741
21-Jul-20,0.5741
22-Jul-20,0.5741
23-Jul-20,0.5741
24-Jul-20,0.5741
25-Jul-20,0.5741
26-Jul-20,0.5741
27-Jul-20,0.5741
28-Jul-20,0.5741
29-Jul-20,0.5741
30-Jul-20,0.5741
31-Jul-20,0.5741
1-Aug-20,0.537
2-Aug-20,0.537
3-Aug-20,0.5093
4-Aug-20,0.5093
5-Aug-20,0.5093
6-Aug-20,0.5093
7-Aug-20,0.5093
8-Aug-20,0.5093
9-Aug-20,0.5093
10-Aug-20,0.5093
11-Aug-20,0.5093
12-Aug-20,0.5093
13-Aug-20,0.5093
14-Aug-20,0.5093
15-Aug-20,0.5093
16-Aug-20,0.5093
17-Aug-20,0.5093
18-Aug-20,0.5093
19-Aug-20,0.5093
20-Aug-20,0.5093
21-Aug-20,0.5093
22-Aug-20,0.5093
23-Aug-20,0.5093
24-Aug-20,0.5093
25-Aug-20,0.5093
26-Aug-20,0.5093
27-Aug-20,0.5093
28-Aug-20,0.5093
29-Aug-20,0.5093
30-Aug-20,0.5093
31-Aug-20,0.5093
1-Sep-20,0.5093
2-Sep-20,0.5093
3-Sep-20,0.5093
4-Sep-20,0.5093
5-Sep-20,0.5093
6-Sep-20,0.5093
7-Sep-20,0.5093
8-Sep-20,0.5093
9-Sep-20,0.4769
10-Sep-20,0.4769
11-Sep-20,0.4769
12-Sep-20,0.4769
13-Sep-20,0.4769
14-Sep-20,0.4769
15-Sep-20,0.4769
16-Sep-20,0.4769
17-Sep-20,0.4769
18-Sep-20,0.4769
19-Sep-20,0.5093
20-Sep-20,0.5093
21-Sep-20,0.5093
22-Sep-20,0.5093
23-Sep-20,0.5093
24-Sep-20,0.5093
25-Sep-20,0.5093
26-Sep-20,0.5093
27-Sep-20,0.5093
28-Sep-20,0.5093
29-Sep-20,0.5093
30-Sep-20,0.5093
1-Oct-20,0.5093
2-Oct-20,0.5093
3-Oct-20,0.5093
4-Oct-20,0.5093
5-Oct-20,0.5093
6-Oct-20,0.5093
7-Oct-20,0.5093
8-Oct-20,0.5093
9-Oct-20,0.5093
10-Oct-20,0.4167
11-Oct-20,0.4167
12-Oct-20,0.4167
13-Oct-20,0.4167
14-Oct-20,0.4167
15-Oct-20,0.4167
16-Oct-20,0.4167
17-Oct-20,0.4167
18-Oct-20,0.4167
19-Oct-20,0.4167
20-Oct-20,0.4167
21-Oct-20,0.3704
22-Oct-20,0.3704
23-Oct-20,0.3704
24-Oct-20,0.3704
25-Oct-20,0.3704
26-Oct-20,0.3981
27-Oct-20,0.3981
28-Oct-20,0.3981
29-Oct-20,0.3981
30-Oct-20,0.3981
31-Oct-20,0.3981
1-Nov-20,0.3981
2-Nov-20,0.3981
3-Nov-20,0.3981
4-Nov-20,0.3981
5-Nov-20,0.3981
6-Nov-20,0.3981
7-Nov-20,0.3981
8-Nov-20,0.3981
9-Nov-20,0.5463
10-Nov-20,0.5463
11-Nov-20,0.5463
12-Nov-20,0.5463
13-Nov-20,0.5463
14-Nov-20,0.5463
15-Nov-20,0.5463
16-Nov-20,0.5
17-Nov-20,0.5
18-Nov-20,0.5
19-Nov-20,0.4352
20-Nov-20,0.4352
21-Nov-20,0.4352
22-Nov-20,0.4352
23-Nov-20,0.4537
24-Nov-20,0.4537
25-Nov-20,0.4537
26-Nov-20,0.4537
27-Nov-20,0.4537
28-Nov-20,0.4537
29-Nov-20,0.4537
30-Nov-20,0.4537
1-Dec-20,0.4537
2-Dec-20,0.4537
3-Dec-20,0.4537
4-Dec-20,0.4537
5-Dec-20,0.4537
6-Dec-20,0.4537
7-Dec-20,0.4537
8-Dec-20,0.4537
9-Dec-20,0.5185
10-Dec-20,0.5185
11-Dec-20,0.5185
12-Dec-20,0.5185
13-Dec-20,0.5185
14-Dec-20,0.5185
15-Dec-20,0.5185
16-Dec-20,0.5185
17-Dec-20,0.5185
18-Dec-20,0.5185
19-Dec-20,0.5185
20-Dec-20,0.5185
21-Dec-20,0.5185
22-Dec-20,0.5185
23-Dec-20,0.5185
24-Dec-20,0.5185
25-Dec-20,0.5185
26-Dec-20,0.5185
27-Dec-20,0.5185
28-Dec-20,0.5185
29-Dec-20,0.5185
30-Dec-20,0.5185
31-Dec-20,0.5185
1-Jan-21,0.5185
2-Jan-21,0.5185
3-Jan-21,0.5185
4-Jan-21,0.6759
5-Jan-21,0.6759
6-Jan-21,0.6759
7-Jan-21,0.6759
8-Jan-21,0.6759
9-Jan-21,0.7037
10-Jan-21,0.7037
11-Jan-21,0.7037
12-Jan-21,0.7037
13-Jan-21,0.7037
14-Jan-21,0.7037
15-Jan-21,0.7037
16-Jan-21,0.7037
17-Jan-21,0.7037
18-Jan-21,0.7037
19-Jan-21,0.7037
20-Jan-21,0.7037
21-Jan-21,0.7037
22-Jan-21,0.7037
23-Jan-21,0.7037
24-Jan-21,0.7037
25-Jan-21,0.7037
26-Jan-21,0.7037
27-Jan-21,0.7037
28-Jan-21,0.7037
29-Jan-21,0.7037
30-Jan-21,0.7037
31-Jan-21,0.7037
1-Feb-21,0.7037
2-Feb-21,0.7037
3-Feb-21,0.7037
